human_ensembl,human_symbol,mouse_ensembl,mouse_symbol
ENSG00000137975,CLCA2,ENSMUSG00000036960,Clca2
ENSG00000016602,CLCA4,ENSMUSG00000074195,Clca4b
ENSG00000175505,CLCF1,ENSMUSG00000040663,Clcf1
ENSG00000105472,CLEC11A,ENSMUSG00000004473,Clec11a
ENSG00000157322,CLEC18A,ENSMUSG00000033633,Clec18a
ENSG00000140839,CLEC18B,ENSMUSG00000033633,Clec18a
ENSG00000157335,CLEC18C,ENSMUSG00000033633,Clec18a
ENSG00000261210,CLEC19A,NA,NA
ENSG00000110852,CLEC2B,NA,NA
ENSG00000166509,CLEC3A,ENSMUSG00000008874,Clec3a
ENSG00000163815,CLEC3B,ENSMUSG00000025784,Clec3b
ENSG00000104938,CLEC4M,ENSMUSG00000079168,Cd209g
ENSG00000137392,CLPS,ENSMUSG00000024225,Clps
ENSG00000204140,CLPSL1,NA,NA
ENSG00000196748,CLPSL2,ENSMUSG00000024224,Clpsl2
ENSG00000120885,CLU,ENSMUSG00000022037,Clu
ENSG00000079101,CLUL1,NA,NA
ENSG00000092009,CMA1,ENSMUSG00000022225,Cma1
ENSG00000162368,CMPK1,ENSMUSG00000028719,Cmpk1
ENSG00000150656,CNDP1,ENSMUSG00000056162,Cndp1
ENSG00000136110,CNMD,ENSMUSG00000022025,Cnmd
ENSG00000257727,CNPY2,ENSMUSG00000025381,Cnpy2
ENSG00000137161,CNPY3,ENSMUSG00000023973,Cnpy3
ENSG00000166997,CNPY4,ENSMUSG00000036968,Cnpy4
ENSG00000018236,CNTN1,ENSMUSG00000055022,Cntn1
ENSG00000184144,CNTN2,ENSMUSG00000053024,Cntn2
ENSG00000113805,CNTN3,ENSMUSG00000030075,Cntn3
ENSG00000144619,CNTN4,ENSMUSG00000064293,Cntn4
ENSG00000149972,CNTN5,ENSMUSG00000039488,Cntn5
ENSG00000106714,CNTNAP3,ENSMUSG00000033063,Cntnap3
ENSG00000068120,COASY,ENSMUSG00000001755,Coasy
ENSG00000100473,COCH,ENSMUSG00000020953,Coch
ENSG00000123500,COL10A1,NA,NA
ENSG00000060718,COL11A1,ENSMUSG00000027966,Col11a1
ENSG00000204248,COL11A2,ENSMUSG00000024330,Col11a2
ENSG00000111799,COL12A1,ENSMUSG00000032332,Col12a1
ENSG00000187955,COL14A1,ENSMUSG00000022371,Col14a1
ENSG00000204291,COL15A1,ENSMUSG00000028339,Col15a1
ENSG00000084636,COL16A1,ENSMUSG00000040690,Col16a1
ENSG00000065618,COL17A1,ENSMUSG00000025064,Col17a1
ENSG00000182871,COL18A1,ENSMUSG00000001435,Col18a1
ENSG00000082293,COL19A1,ENSMUSG00000026141,Col19a1
ENSG00000108821,COL1A1,ENSMUSG00000001506,Col1a1
ENSG00000164692,COL1A2,ENSMUSG00000029661,Col1a2
ENSG00000101203,COL20A1,ENSMUSG00000016356,Col20a1
ENSG00000124749,COL21A1,NA,NA
ENSG00000169436,COL22A1,NA,NA
ENSG00000171502,COL24A1,NA,NA
ENSG00000160963,COL26A1,ENSMUSG00000004415,Col26a1
ENSG00000196739,COL27A1,ENSMUSG00000045672,Col27a1
ENSG00000215018,COL28A1,ENSMUSG00000068794,Col28a1
ENSG00000139219,COL2A1,ENSMUSG00000022483,Col2a1
ENSG00000168542,COL3A1,ENSMUSG00000026043,Col3a1
ENSG00000187498,COL4A1,ENSMUSG00000031502,Col4a1
ENSG00000134871,COL4A2,ENSMUSG00000031503,Col4a2
ENSG00000169031,COL4A3,ENSMUSG00000079465,Col4a3
ENSG00000081052,COL4A4,ENSMUSG00000067158,Col4a4
ENSG00000188153,COL4A5,ENSMUSG00000031274,Col4a5
ENSG00000197565,COL4A6,ENSMUSG00000031273,Col4a6
ENSG00000130635,COL5A1,ENSMUSG00000026837,Col5a1
ENSG00000204262,COL5A2,ENSMUSG00000026042,Col5a2
ENSG00000080573,COL5A3,ENSMUSG00000004098,Col5a3
ENSG00000142156,COL6A1,ENSMUSG00000001119,Col6a1
ENSG00000142173,COL6A2,ENSMUSG00000020241,Col6a2
ENSG00000163359,COL6A3,ENSMUSG00000048126,Col6a3
ENSG00000172752,COL6A5,ENSMUSG00000091345,Col6a5
ENSG00000206384,COL6A6,ENSMUSG00000043719,Col6a6
ENSG00000114270,COL7A1,NA,NA
ENSG00000144810,COL8A1,ENSMUSG00000068196,Col8a1
ENSG00000171812,COL8A2,ENSMUSG00000056174,Col8a2
ENSG00000112280,COL9A1,ENSMUSG00000026147,Col9a1
ENSG00000049089,COL9A2,ENSMUSG00000028626,Col9a2
ENSG00000092758,COL9A3,NA,NA
ENSG00000184374,COLEC10,ENSMUSG00000038591,Colec10
ENSG00000118004,COLEC11,ENSMUSG00000036655,Colec11
ENSG00000130309,COLGALT1,ENSMUSG00000034807,Colgalt1
ENSG00000198756,COLGALT2,ENSMUSG00000032649,Colgalt2
ENSG00000206561,COLQ,ENSMUSG00000057606,Colq
ENSG00000105664,COMP,ENSMUSG00000031849,Comp
ENSG00000122218,COPA,ENSMUSG00000026553,Copa
ENSG00000145244,CORIN,ENSMUSG00000005220,Corin
ENSG00000241563,CORT,ENSMUSG00000028971,Cort
ENSG00000047457,CP,ENSMUSG00000003617,Cp
ENSG00000091704,CPA1,ENSMUSG00000054446,Cpa1
ENSG00000158516,CPA2,ENSMUSG00000071553,Cpa2
ENSG00000163751,CPA3,ENSMUSG00000001865,Cpa3
ENSG00000128510,CPA4,ENSMUSG00000039070,Cpa4
ENSG00000158525,CPA5,ENSMUSG00000029788,Cpa5
ENSG00000165078,CPA6,ENSMUSG00000042501,Cpa6
ENSG00000160111,CPAMD8,ENSMUSG00000108022,Gm7298
ENSG00000153002,CPB1,ENSMUSG00000011463,Cpb1
ENSG00000080618,CPB2,ENSMUSG00000021999,Cpb2
ENSG00000109472,CPE,ENSMUSG00000037852,Cpe
ENSG00000120054,CPN1,ENSMUSG00000025196,Cpn1
ENSG00000178772,CPN2,ENSMUSG00000023176,Cpn2
ENSG00000144410,CPO,NA,NA
ENSG00000104324,CPQ,ENSMUSG00000039007,Cpq
ENSG00000106066,CPVL,ENSMUSG00000052955,Cpvl
ENSG00000088882,CPXM1,ENSMUSG00000027408,Cpxm1
ENSG00000121898,CPXM2,ENSMUSG00000030862,Cpxm2
ENSG00000109625,CPZ,ENSMUSG00000036596,Cpz
ENSG00000197721,CR1L,NA,NA
ENSG00000134376,CRB1,ENSMUSG00000063681,Crb1
ENSG00000148204,CRB2,ENSMUSG00000035403,Crb2
ENSG00000143162,CREG1,ENSMUSG00000040713,Creg1
ENSG00000175874,CREG2,ENSMUSG00000050967,Creg2
ENSG00000163703,CRELD1,ENSMUSG00000030284,Creld1
ENSG00000184164,CRELD2,ENSMUSG00000023272,Creld2
ENSG00000147571,CRH,ENSMUSG00000049796,Crh
ENSG00000145708,CRHBP,ENSMUSG00000021680,Crhbp
ENSG00000106113,CRHR2,ENSMUSG00000003476,Crhr2
ENSG00000150938,CRIM1,ENSMUSG00000024074,Crim1
ENSG00000124812,CRISP1,ENSMUSG00000025774,Crisp4
ENSG00000124490,CRISP2,ENSMUSG00000023930,Crisp2
ENSG00000096006,CRISP3,ENSMUSG00000025433,Crisp3
ENSG00000121005,CRISPLD1,ENSMUSG00000025776,Crispld1
ENSG00000103196,CRISPLD2,ENSMUSG00000031825,Crispld2
ENSG00000006016,CRLF1,ENSMUSG00000007888,Crlf1
ENSG00000205755,CRLF2,ENSMUSG00000033467,Crlf2
ENSG00000132693,CRP,ENSMUSG00000037942,Crp
ENSG00000095713,CRTAC1,ENSMUSG00000042401,Crtac1
ENSG00000170275,CRTAP,ENSMUSG00000032431,Crtap
ENSG00000109846,CRYAB,ENSMUSG00000032060,Cryab
ENSG00000184371,CSF1,ENSMUSG00000014599,Csf1
ENSG00000182578,CSF1R,ENSMUSG00000024621,Csf1r
ENSG00000164400,CSF2,ENSMUSG00000018916,Csf2
ENSG00000198223,CSF2RA,ENSMUSG00000059326,Csf2ra
ENSG00000108342,CSF3,ENSMUSG00000038067,Csf3
ENSG00000119535,CSF3R,ENSMUSG00000028859,Csf3r
ENSG00000136488,CSH1,ENSMUSG00000020713,Gh
ENSG00000213218,CSH2,ENSMUSG00000020713,Gh
ENSG00000204414,CSHL1,ENSMUSG00000020713,Gh
ENSG00000126545,CSN1S1,ENSMUSG00000070702,Csn1s1
ENSG00000135222,CSN2,ENSMUSG00000063157,Csn2
ENSG00000171209,CSN3,ENSMUSG00000001622,Csn3
ENSG00000114646,CSPG5,ENSMUSG00000032482,Cspg5
ENSG00000170373,CST1,NA,NA
ENSG00000125831,CST11,ENSMUSG00000036958,Cst11
ENSG00000170369,CST2,NA,NA
ENSG00000101439,CST3,ENSMUSG00000027447,Cst3
ENSG00000101441,CST4,NA,NA
ENSG00000170367,CST5,NA,NA
ENSG00000175315,CST6,ENSMUSG00000024846,Cst6
ENSG00000077984,CST7,ENSMUSG00000068129,Cst7
ENSG00000125815,CST8,ENSMUSG00000027442,Cst8
ENSG00000173335,CST9,NA,NA
ENSG00000101435,CST9L,ENSMUSG00000027445,Cst9
ENSG00000125823,CSTL1,ENSMUSG00000055177,Cstl1
ENSG00000117151,CTBS,ENSMUSG00000028189,Ctbs
ENSG00000150281,CTF1,ENSMUSG00000042340,Ctf1
ENSG00000164932,CTHRC1,ENSMUSG00000054196,Cthrc1
ENSG00000168925,CTRB1,ENSMUSG00000031957,Ctrb1
ENSG00000168928,CTRB2,ENSMUSG00000031957,Ctrb1
ENSG00000162438,CTRC,NA,NA
ENSG00000141086,CTRL,ENSMUSG00000031896,Ctrl
ENSG00000064601,CTSA,ENSMUSG00000017760,Ctsa
ENSG00000164733,CTSB,ENSMUSG00000021939,Ctsb
ENSG00000109861,CTSC,ENSMUSG00000030560,Ctsc
ENSG00000117984,CTSD,ENSMUSG00000007891,Ctsd
ENSG00000196188,CTSE,ENSMUSG00000004552,Ctse
ENSG00000174080,CTSF,ENSMUSG00000083282,Ctsf
ENSG00000100448,CTSG,ENSMUSG00000040314,Ctsg
ENSG00000103811,CTSH,ENSMUSG00000032359,Ctsh
ENSG00000143387,CTSK,ENSMUSG00000028111,Ctsk
ENSG00000135047,CTSL,NA,NA
ENSG00000256043,CTSO,ENSMUSG00000028015,Ctso
ENSG00000163131,CTSS,ENSMUSG00000038642,Ctss
ENSG00000136943,CTSV,NA,NA
ENSG00000172543,CTSW,ENSMUSG00000024910,Ctsw
ENSG00000101160,CTSZ,ENSMUSG00000016256,Ctsz
ENSG00000107611,CUBN,ENSMUSG00000026726,Cubn
ENSG00000112514,CUTA,ENSMUSG00000024194,Cuta
ENSG00000006210,CX3CL1,ENSMUSG00000031778,Cx3cl1
ENSG00000154639,CXADR,ENSMUSG00000044860,Gm1123
ENSG00000163739,CXCL1,NA,NA
ENSG00000169245,CXCL10,ENSMUSG00000034855,Cxcl10
ENSG00000169248,CXCL11,NA,NA
ENSG00000107562,CXCL12,ENSMUSG00000061353,Cxcl12
ENSG00000156234,CXCL13,ENSMUSG00000023078,Cxcl13
ENSG00000145824,CXCL14,ENSMUSG00000021508,Cxcl14
ENSG00000161921,CXCL16,ENSMUSG00000018920,Cxcl16
ENSG00000189377,CXCL17,ENSMUSG00000060188,Cxcl17
ENSG00000081041,CXCL2,NA,NA
ENSG00000163734,CXCL3,NA,NA
ENSG00000163735,CXCL5,NA,NA
ENSG00000124875,CXCL6,ENSMUSG00000029371,Cxcl5
ENSG00000169429,CXCL8,NA,NA
ENSG00000138755,CXCL9,ENSMUSG00000029417,Cxcl9
ENSG00000167740,CYB5D2,ENSMUSG00000057778,Cyb5d2
ENSG00000148795,CYP17A1,ENSMUSG00000003555,Cyp17a1
ENSG00000197838,CYP2A13,ENSMUSG00000005547,Cyp2a5
ENSG00000198077,CYP2A7,ENSMUSG00000005547,Cyp2a5
ENSG00000197408,CYP2B6,NA,NA
ENSG00000108242,CYP2C18,ENSMUSG00000025002,Cyp2c55
ENSG00000165841,CYP2C19,NA,NA
ENSG00000138109,CYP2C9,NA,NA
ENSG00000197446,CYP2F1,ENSMUSG00000052974,Cyp2f2
ENSG00000134716,CYP2J2,ENSMUSG00000015224,Cyp2j9
ENSG00000073067,CYP2W1,ENSMUSG00000029541,Cyp2w1
ENSG00000170891,CYTL1,ENSMUSG00000062329,Cytl1
ENSG00000173402,DAG1,ENSMUSG00000039952,Dag1
ENSG00000179284,DAND5,ENSMUSG00000053226,Dand5
ENSG00000110887,DAO,ENSMUSG00000042096,Dao
ENSG00000123454,DBH,ENSMUSG00000000889,Dbh
ENSG00000161634,DCD,NA,NA
ENSG00000011465,DCN,ENSMUSG00000019929,Dcn
ENSG00000204580,DDR1,ENSMUSG00000003534,Ddr1
ENSG00000100201,DDX17,ENSMUSG00000055065,Ddx17
ENSG00000177030,DEAF1,ENSMUSG00000058886,Deaf1
ENSG00000206047,DEFA1,ENSMUSG00000074434,Defa28
ENSG00000240247,DEFA1B,ENSMUSG00000074434,Defa28
ENSG00000239839,DEFA3,ENSMUSG00000074434,Defa28
ENSG00000164821,DEFA4,ENSMUSG00000074434,Defa28
ENSG00000164816,DEFA5,ENSMUSG00000074434,Defa28
ENSG00000164822,DEFA6,ENSMUSG00000074434,Defa28
ENSG00000164825,DEFB1,NA,NA
ENSG00000176797,DEFB103A,ENSMUSG00000046354,Defb14
ENSG00000177243,DEFB103B,ENSMUSG00000046354,Defb14
ENSG00000176782,DEFB104A,ENSMUSG00000027468,Defb22
ENSG00000177023,DEFB104B,ENSMUSG00000027468,Defb22
ENSG00000186562,DEFB105A,ENSMUSG00000043787,Defb12
ENSG00000186599,DEFB105B,ENSMUSG00000043787,Defb12
ENSG00000186579,DEFB106A,NA,NA
ENSG00000187082,DEFB106B,NA,NA
ENSG00000186572,DEFB107A,ENSMUSG00000044222,Defb13
ENSG00000198129,DEFB107B,ENSMUSG00000044222,Defb13
ENSG00000184276,DEFB108B,ENSMUSG00000027468,Defb22
ENSG00000206034,DEFB109B,ENSMUSG00000075574,Defb48
ENSG00000203970,DEFB110,ENSMUSG00000067773,Defb41
ENSG00000214642,DEFB113,ENSMUSG00000073735,Defb18
ENSG00000177684,DEFB114,NA,NA
ENSG00000215547,DEFB115,ENSMUSG00000074679,Defb28
ENSG00000215545,DEFB116,ENSMUSG00000044249,Defb29
ENSG00000131068,DEFB118,ENSMUSG00000056544,Defb21
ENSG00000180483,DEFB119,ENSMUSG00000050645,Defb19
ENSG00000204548,DEFB121,ENSMUSG00000027468,Defb22
ENSG00000180424,DEFB123,ENSMUSG00000044863,Defb36
ENSG00000180383,DEFB124,ENSMUSG00000074678,Defb25
ENSG00000178591,DEFB125,ENSMUSG00000074680,Defb26
ENSG00000125788,DEFB126,NA,NA
ENSG00000088782,DEFB127,ENSMUSG00000027468,Defb22
ENSG00000185982,DEFB128,ENSMUSG00000049560,Defb20
ENSG00000125903,DEFB129,ENSMUSG00000074681,Defb23
ENSG00000232948,DEFB130A,ENSMUSG00000075573,Defb47
ENSG00000233050,DEFB130B,ENSMUSG00000075573,Defb47
ENSG00000186146,DEFB131A,ENSMUSG00000075572,Defb43
ENSG00000225805,DEFB131B,ENSMUSG00000075572,Defb43
ENSG00000186458,DEFB132,ENSMUSG00000027468,Defb22
ENSG00000205882,DEFB134,ENSMUSG00000027468,Defb22
ENSG00000205883,DEFB135,ENSMUSG00000075571,Defb30
ENSG00000205884,DEFB136,ENSMUSG00000054763,Defb42
ENSG00000171711,DEFB4A,ENSMUSG00000039775,Defb3
ENSG00000177257,DEFB4B,ENSMUSG00000039775,Defb3
ENSG00000139549,DHH,ENSMUSG00000023000,Dhh
ENSG00000278535,DHRS11,ENSMUSG00000034449,Dhrs11
ENSG00000167536,DHRS13,ENSMUSG00000020834,Dhrs13
ENSG00000187630,DHRS4L2,ENSMUSG00000022210,Dhrs4
ENSG00000184544,DHRS7C,ENSMUSG00000033044,Dhrs7c
ENSG00000169084,DHRSX,NA,NA
ENSG00000181744,DIPK2A,ENSMUSG00000045414,Dipk2a
ENSG00000147113,DIPK2B,ENSMUSG00000037358,Dipk2b
ENSG00000107984,DKK1,ENSMUSG00000024868,Dkk1
ENSG00000155011,DKK2,ENSMUSG00000028031,Dkk2
ENSG00000050165,DKK3,ENSMUSG00000030772,Dkk3
ENSG00000104371,DKK4,ENSMUSG00000031535,Dkk4
ENSG00000104901,DKKL1,ENSMUSG00000030792,Dkkl1
ENSG00000187908,DMBT1,ENSMUSG00000047517,Dmbt1
ENSG00000161249,DMKN,ENSMUSG00000060962,Dmkn
ENSG00000152592,DMP1,ENSMUSG00000029307,Dmp1
ENSG00000090520,DNAJB11,ENSMUSG00000004460,Dnajb11
ENSG00000128590,DNAJB9,ENSMUSG00000014905,Dnajb9
ENSG00000102580,DNAJC3,ENSMUSG00000022136,Dnajc3
ENSG00000213918,DNASE1,ENSMUSG00000005980,Dnase1
ENSG00000013563,DNASE1L1,ENSMUSG00000019088,Dnase1l1
ENSG00000167968,DNASE1L2,ENSMUSG00000024136,Dnase1l2
ENSG00000163687,DNASE1L3,ENSMUSG00000025279,Dnase1l3
ENSG00000105612,DNASE2,ENSMUSG00000003812,Dnase2a
ENSG00000137976,DNASE2B,ENSMUSG00000028185,Dnase2b
ENSG00000015413,DPEP1,ENSMUSG00000019278,Dpep1
ENSG00000197635,DPP4,ENSMUSG00000035000,Dpp4
ENSG00000176978,DPP7,ENSMUSG00000026958,Dpp7
ENSG00000143196,DPT,ENSMUSG00000026574,Dpt
ENSG00000162490,DRAXIN,ENSMUSG00000029005,Draxin
ENSG00000171587,DSCAM,ENSMUSG00000050272,Dscam
ENSG00000111817,DSE,ENSMUSG00000039497,Dse
ENSG00000152591,DSPP,ENSMUSG00000053268,Dspp
ENSG00000105246,EBI3,ENSMUSG00000003206,Ebi3
ENSG00000143369,ECM1,ENSMUSG00000028108,Ecm1
ENSG00000106823,ECM2,ENSMUSG00000043631,Ecm2
ENSG00000119147,ECRG4,ENSMUSG00000026051,Ecrg4
ENSG00000158813,EDA,ENSMUSG00000059327,Eda
ENSG00000267710,EDDM13,ENSMUSG00000053367,Eddm13
ENSG00000181562,EDDM3A,ENSMUSG00000072575,Eddm3b
ENSG00000181552,EDDM3B,ENSMUSG00000072575,Eddm3b
ENSG00000088298,EDEM2,ENSMUSG00000038312,Edem2
ENSG00000116406,EDEM3,ENSMUSG00000043019,Edem3
ENSG00000164176,EDIL3,ENSMUSG00000034488,Edil3
ENSG00000078401,EDN1,ENSMUSG00000021367,Edn1
ENSG00000127129,EDN2,ENSMUSG00000028635,Edn2
ENSG00000124205,EDN3,ENSMUSG00000027524,Edn3
ENSG00000115380,EFEMP1,ENSMUSG00000020467,Efemp1
ENSG00000172638,EFEMP2,ENSMUSG00000024909,Efemp2
ENSG00000169242,EFNA1,ENSMUSG00000027954,Efna1
ENSG00000099617,EFNA2,ENSMUSG00000003070,Efna2
ENSG00000243364,EFNA4,ENSMUSG00000028040,Efna4
ENSG00000198759,EGFL6,ENSMUSG00000000402,Egfl6
ENSG00000172889,EGFL7,ENSMUSG00000026921,Egfl7
ENSG00000241404,EGFL8,ENSMUSG00000015467,Egfl8
ENSG00000164318,EGFLAM,ENSMUSG00000042961,Egflam
ENSG00000146648,EGFR,ENSMUSG00000020122,Egfr
ENSG00000197561,ELANE,ENSMUSG00000020125,Elane
ENSG00000049540,ELN,ENSMUSG00000029675,Eln
ENSG00000170291,ELP5,ENSMUSG00000018565,Elp5
ENSG00000169393,ELSPBP1,NA,NA
ENSG00000161671,EMC10,ENSMUSG00000008140,Emc10
ENSG00000164035,EMCN,ENSMUSG00000054690,Emcn
ENSG00000186998,EMID1,ENSMUSG00000034164,Emid1
ENSG00000138080,EMILIN1,ENSMUSG00000029163,Emilin1
ENSG00000132205,EMILIN2,ENSMUSG00000024053,Emilin2
ENSG00000183798,EMILIN3,ENSMUSG00000050700,Emilin3
ENSG00000132464,ENAM,ENSMUSG00000029286,Enam
ENSG00000149218,ENDOD1,ENSMUSG00000037419,Endod1
ENSG00000167136,ENDOG,ENSMUSG00000015337,Endog
ENSG00000111405,ENDOU,ENSMUSG00000022468,Endou
ENSG00000168913,ENHO,ENSMUSG00000028445,Enho
ENSG00000120658,ENOX1,ENSMUSG00000022012,Enox1
ENSG00000165675,ENOX2,ENSMUSG00000031109,Enox2
ENSG00000197594,ENPP1,ENSMUSG00000037370,Enpp1
ENSG00000136960,ENPP2,ENSMUSG00000022425,Enpp2
ENSG00000154269,ENPP3,ENSMUSG00000019989,Enpp3
ENSG00000112796,ENPP5,ENSMUSG00000023960,Enpp5
ENSG00000164303,ENPP6,ENSMUSG00000038173,Enpp6
ENSG00000182156,ENPP7,ENSMUSG00000046697,Enpp7
ENSG00000267335,ENSG00000267335,NA,NA
ENSG00000275063,ENSG00000275063,NA,NA
ENSG00000284779,ENSG00000284779,ENSMUSG00000115302,Gm49394
ENSG00000187097,ENTPD5,ENSMUSG00000021236,Entpd5
ENSG00000197586,ENTPD6,ENSMUSG00000033068,Entpd6
ENSG00000163378,EOGT,ENSMUSG00000035245,Eogt
ENSG00000086289,EPDR1,ENSMUSG00000002808,Epdr1
ENSG00000182585,EPGN,ENSMUSG00000035020,Epgn
ENSG00000183317,EPHA10,ENSMUSG00000028876,Epha10
ENSG00000044524,EPHA3,ENSMUSG00000052504,Epha3
ENSG00000135333,EPHA7,ENSMUSG00000028289,Epha7
ENSG00000070886,EPHA8,ENSMUSG00000028661,Epha8
ENSG00000133216,EPHB2,ENSMUSG00000028664,Ephb2
ENSG00000106123,EPHB6,ENSMUSG00000029869,Ephb6
ENSG00000130427,EPO,ENSMUSG00000029711,Epo
ENSG00000187266,EPOR,ENSMUSG00000006235,Epor
ENSG00000101448,EPPIN,ENSMUSG00000017733,Eppin
ENSG00000249139,EPPIN-WFDC6,NA,NA
ENSG00000083782,EPYC,ENSMUSG00000019936,Epyc
ENSG00000120160,EQTN,ENSMUSG00000028575,Eqtn
ENSG00000164307,ERAP1,ENSMUSG00000021583,Erap1
ENSG00000164308,ERAP2,NA,NA
ENSG00000065361,ERBB3,ENSMUSG00000018166,Erbb3
ENSG00000124882,EREG,ENSMUSG00000029377,Ereg
ENSG00000178752,ERFE,ENSMUSG00000047443,Erfe
ENSG00000068912,ERLEC1,ENSMUSG00000020311,Erlec1
ENSG00000147475,ERLIN2,ENSMUSG00000031483,Erlin2
ENSG00000134398,ERN2,ENSMUSG00000030866,Ern2
ENSG00000197930,ERO1A,ENSMUSG00000021831,Ero1a
ENSG00000086619,ERO1B,ENSMUSG00000057069,Ero1b
ENSG00000139055,ERP27,ENSMUSG00000030219,Erp27
ENSG00000089248,ERP29,ENSMUSG00000029616,Erp29
ENSG00000023318,ERP44,ENSMUSG00000028343,Erp44
ENSG00000233056,ERVH48-1,NA,NA
ENSG00000226887,ERVMER34-1,NA,NA
ENSG00000164283,ESM1,ENSMUSG00000042379,Esm1
ENSG00000151348,EXT2,ENSMUSG00000027198,Ext2
ENSG00000162694,EXTL2,ENSMUSG00000027963,Extl2
ENSG00000188107,EYS,NA,NA
ENSG00000126218,F10,ENSMUSG00000031444,F10
ENSG00000088926,F11,ENSMUSG00000031645,F11
ENSG00000131187,F12,ENSMUSG00000021492,F12
ENSG00000124491,F13A1,ENSMUSG00000039109,F13a1
ENSG00000143278,F13B,ENSMUSG00000026368,F13b
ENSG00000180210,F2,ENSMUSG00000027249,F2
ENSG00000117525,F3,ENSMUSG00000028128,F3
ENSG00000198734,F5,ENSMUSG00000026579,F5
ENSG00000057593,F7,ENSMUSG00000031443,F7
ENSG00000185010,F8,ENSMUSG00000031196,F8
ENSG00000101981,F9,ENSMUSG00000031138,F9
ENSG00000164687,FABP5,ENSMUSG00000027533,Fabp5
ENSG00000170231,FABP6,ENSMUSG00000020405,Fabp6
ENSG00000113391,FAM172A,ENSMUSG00000064138,Arb2a
ENSG00000151327,FAM177A1,ENSMUSG00000094103,Fam177a2
ENSG00000189320,FAM180A,ENSMUSG00000047420,Fam180a
ENSG00000196666,FAM180B,NA,NA
ENSG00000108950,FAM20A,ENSMUSG00000020614,Fam20a
ENSG00000177706,FAM20C,ENSMUSG00000025854,Fam20c
ENSG00000235118,FAM237A,ENSMUSG00000115378,Fam237a
ENSG00000283267,FAM237B,ENSMUSG00000073234,Fam237b
ENSG00000203795,FAM24A,NA,NA
ENSG00000213185,FAM24B,NA,NA
ENSG00000071889,FAM3A,ENSMUSG00000031399,Fam3a
ENSG00000183844,FAM3B,ENSMUSG00000022938,Fam3b
ENSG00000196937,FAM3C,ENSMUSG00000029672,Fam3c
ENSG00000198643,FAM3D,ENSMUSG00000021749,Fam3d
ENSG00000126882,FAM78A,ENSMUSG00000050592,Fam78a
ENSG00000078098,FAP,ENSMUSG00000000392,Fap
ENSG00000026103,FAS,ENSMUSG00000024778,Fas
ENSG00000117560,FASLG,ENSMUSG00000000817,Fasl
ENSG00000083857,FAT1,ENSMUSG00000070047,Fat1
ENSG00000077942,FBLN1,ENSMUSG00000006369,Fbln1
ENSG00000163520,FBLN2,ENSMUSG00000064080,Fbln2
ENSG00000140092,FBLN5,ENSMUSG00000021186,Fbln5
ENSG00000144152,FBLN7,ENSMUSG00000027386,Fbln7
ENSG00000166147,FBN1,ENSMUSG00000027204,Fbn1
ENSG00000138829,FBN2,ENSMUSG00000024598,Fbn2
ENSG00000142449,FBN3,NA,NA
ENSG00000174013,FBXO45,ENSMUSG00000035764,Fbxo45
ENSG00000186431,FCAR,NA,NA
ENSG00000104921,FCER2,ENSMUSG00000005540,Fcer2a
ENSG00000275395,FCGBP,NA,NA
ENSG00000203747,FCGR3A,ENSMUSG00000059089,Fcgr4
ENSG00000162747,FCGR3B,ENSMUSG00000059089,Fcgr4
ENSG00000162894,FCMR,ENSMUSG00000042474,Fcmr
ENSG00000085265,FCN1,ENSMUSG00000026835,Fcnb
ENSG00000160339,FCN2,NA,NA
ENSG00000142748,FCN3,NA,NA
ENSG00000143297,FCRL5,ENSMUSG00000048031,Fcrl5
ENSG00000132185,FCRLA,ENSMUSG00000038421,Fcrla
ENSG00000162746,FCRLB,ENSMUSG00000070524,Fcrlb
ENSG00000181617,FDCSP,ENSMUSG00000105888,BC037156
ENSG00000090512,FETUB,ENSMUSG00000022871,Fetub
ENSG00000171560,FGA,NA,NA
ENSG00000171564,FGB,ENSMUSG00000033831,Fgb
ENSG00000113578,FGF1,ENSMUSG00000036585,Fgf1
ENSG00000070193,FGF10,ENSMUSG00000021732,Fgf10
ENSG00000196468,FGF16,ENSMUSG00000031230,Fgf16
ENSG00000158815,FGF17,ENSMUSG00000022101,Fgf17
ENSG00000156427,FGF18,ENSMUSG00000057967,Fgf18
ENSG00000162344,FGF19,ENSMUSG00000031073,Fgf15
ENSG00000138685,FGF2,ENSMUSG00000037225,Fgf2
ENSG00000078579,FGF20,ENSMUSG00000031603,Fgf20
ENSG00000105550,FGF21,ENSMUSG00000030827,Fgf21
ENSG00000070388,FGF22,ENSMUSG00000020327,Fgf22
ENSG00000118972,FGF23,ENSMUSG00000000182,Fgf23
ENSG00000186895,FGF3,ENSMUSG00000031074,Fgf3
ENSG00000075388,FGF4,ENSMUSG00000050917,Fgf4
ENSG00000138675,FGF5,ENSMUSG00000029337,Fgf5
ENSG00000111241,FGF6,ENSMUSG00000000183,Fgf6
ENSG00000140285,FGF7,ENSMUSG00000027208,Fgf7
ENSG00000107831,FGF8,ENSMUSG00000025219,Fgf8
ENSG00000102678,FGF9,ENSMUSG00000021974,Fgf9
ENSG00000137440,FGFBP1,ENSMUSG00000048373,Fgfbp1
ENSG00000137441,FGFBP2,NA,NA
ENSG00000174721,FGFBP3,ENSMUSG00000047632,Fgfbp3
ENSG00000066468,FGFR2,ENSMUSG00000030849,Fgfr2
